pitch_mean,pitch_std,pitch_range,energy_mean,energy_std,speaking_rate,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,emotion
187.68378,74.20717,230.3563,0.0071657444,0.008935292,2.8918354939945123,-510.26706,51.94775,-11.061631,15.231691,-5.318876,-6.277731,-21.411749,-9.318351,-9.165992,-6.383355,-5.9943647,0.1521506,-10.016002,angry
212.17079,62.237408,239.91908,0.011459789,0.0136255035,3.909113119960909,-467.94275,50.309147,-12.690532,7.8618083,-4.5725627,-9.499408,-19.64575,-9.548532,-11.381087,-5.913238,-6.556188,-1.6893082,-8.808485,angry
256.4624,27.57791,129.96162,0.05678521,0.06832148,3.405656227384314,-319.91348,32.267933,-15.903734,7.1104794,-16.408886,1.9007488,-19.905964,-7.054975,-8.828398,-6.0200715,-4.5513477,-2.4012628,-4.7628527,angry
253.17989,41.379986,233.78595,0.05313732,0.06916254,3.6326999758766014,-313.47934,33.097485,-12.688882,9.200244,-10.698275,-1.975497,-18.608356,-8.868605,-6.9697804,-6.0985303,-6.6954694,-2.0313861,-4.3978643,angry
228.16466,57.74898,246.90874,0.049135048,0.061733298,2.831816639872568,-335.29968,40.22,-13.787662,4.8725166,-14.800355,0.11373368,-19.083288,-10.660646,-8.962129,-4.4754887,-6.2266083,-2.4897416,-5.849566,angry
236.37053,46.297485,230.78564,0.06745743,0.07922943,3.774003774003774,-306.3432,34.922363,-12.558213,4.1423926,-15.719652,0.7458074,-16.59764,-10.563545,-9.43487,-1.4686439,-6.8158636,-3.6078625,-3.8569067,angry
194.17233,57.20179,247.96191,0.0025319946,0.0034369533,3.632717158912455,-677.94476,35.23896,-7.2834353,8.69261,-9.58642,-3.4340105,-14.717254,-9.435569,-5.558243,-1.9972708,-9.25077,-2.2610192,-1.8935958,neutral
204.10713,53.994877,242.34422,0.0028319117,0.0037054883,3.2640344207266185,-688.4339,37.54245,-7.9880924,4.780406,-13.725825,-6.1412444,-17.635319,-13.092542,-8.472346,-3.0177226,-10.802325,-2.9054034,-3.8690002,neutral
211.62816,45.025177,217.92105,0.0025759898,0.0036484816,2.4465299413215083,-710.958,41.484127,-8.829069,0.998667,-9.442898,-5.2897215,-18.393192,-11.014777,-8.339493,-4.706893,-11.821723,-3.7245922,-4.8412933,neutral
205.5732,39.19271,205.4355,0.0021598856,0.0030401505,2.162788452254514,-709.4792,40.935883,-6.1835756,1.1713579,-9.307296,-4.977548,-17.343803,-11.182724,-8.109768,-3.9361076,-11.1767,-3.9931216,-3.8576586,neutral
196.52673,53.618637,245.60123,0.002835814,0.00348707,2.8918354939945123,-648.47986,44.38283,-11.718193,2.108513,-15.330507,-6.1826634,-18.276102,-12.707586,-8.581088,-2.251205,-11.898888,-1.6545117,-3.82582,calm
214.27068,55.116863,246.07353,0.0030491508,0.0035310348,2.943488368203636,-644.88214,44.720345,-18.686066,4.7844687,-12.87791,-6.169444,-18.015488,-9.703301,-7.1046185,-1.0962623,-12.304978,-1.0873417,-3.4044526,calm
192.60706,69.20481,229.8292,0.003944027,0.004605957,2.7495188342040144,-633.8921,43.239487,-5.840093,3.715692,-11.745743,-3.6226702,-17.064133,-10.543144,-7.159626,-1.8608035,-8.800904,0.03143155,-5.2212925,calm
